employee_id,effective_date,change_type,old_job_level,new_job_level,old_department,new_department,old_sub_department,new_sub_department,old_job_title,new_job_title,old_manager_id,new_manager_id
EMP-0504,2023-04-08,Lateral Transfer,IC3,IC3,Sales,Sales,Account Management,Account Executive,Senior Account Manager,Senior Account Executive,EMP-0030,EMP-0030
EMP-0504,2023-04-08,Manager Change,IC3,IC3,Sales,Sales,Account Executive,Account Executive,Senior Account Executive,Senior Account Executive,EMP-0030,EMP-0146
EMP-0505,2024-01-03,Hire,,IC3,,G&A,,IT,,Senior Systems Administrator,,EMP-0126
EMP-0506,2021-05-29,Hire,,IC2,,Product,,Product Management,,Product Manager,,EMP-019
EMP-0506,2023-04-30,Promotion,IC2,IC3,Product,Product,Product Management,Product Management,Product Manager,Senior Product Manager,EMP-019,EMP-019
EMP-0506,2023-04-30,Manager Change,IC3,IC3,Product,Product,Product Management,Product Management,Senior Product Manager,Senior Product Manager,EMP-019,EMP-0149
EMP-0507,2021-09-21,Hire,,IC2,,People,,People Ops,,People Operations Specialist,,EMP-0025
EMP-0507,2023-06-26,Promotion,IC2,IC3,People,People,People Ops,People Ops,People Operations Specialist,Senior People Operations Specialist,EMP-0025,EMP-0025
EMP-0507,2023-06-26,Manager Change,IC3,IC3,People,People,People Ops,People Ops,Senior People Operations Specialist,Senior People Operations Specialist,EMP-0025,EMP-0178
EMP-0508,2022-10-27,Hire,,IC1,,G&A,,Legal,,Legal Coordinator,,EMP-0126
EMP-0508,2024-01-13,Lateral Transfer,IC1,IC1,G&A,G&A,Legal,IT,Legal Coordinator,IT Support Specialist,EMP-0126,EMP-0126
EMP-0509,2022-09-14,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0142
EMP-0509,2023-12-22,Promotion,IC2,IC3,Engineering,Engineering,Platform,Platform,Software Engineer,Senior Software Engineer,EMP-0142,EMP-0142
EMP-0510,2024-09-06,Hire,,IC2,,Engineering,,Infrastructure,,Software Engineer,,EMP-0130
EMP-0511,2022-08-02,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0142
EMP-0511,2023-12-01,Promotion,IC3,IC4,Engineering,Engineering,Platform,Platform,Senior Software Engineer,Staff Software Engineer,EMP-0142,EMP-0142
EMP-0512,2021-06-16,Hire,,IC2,,People,,Total Rewards,,Compensation Analyst,,EMP-0025
EMP-0512,2023-05-09,Promotion,IC2,IC3,People,People,Total Rewards,Total Rewards,Compensation Analyst,Senior Compensation Analyst,EMP-0025,EMP-0025
EMP-0512,2023-05-09,Lateral Transfer,IC3,IC3,People,People,Total Rewards,Recruiting,Senior Compensation Analyst,Senior Recruiter,EMP-0025,EMP-0025
EMP-0512,2023-05-09,Manager Change,IC3,IC3,People,People,Recruiting,Recruiting,Senior Recruiter,Senior Recruiter,EMP-0025,EMP-0157
EMP-0513,2021-12-22,Hire,,IC3,,G&A,,IT,,Senior Systems Administrator,,EMP-012
EMP-0513,2023-08-11,Lateral Transfer,IC3,IC3,G&A,G&A,IT,Finance,Senior Systems Administrator,Senior Financial Analyst,EMP-012,EMP-012
EMP-0513,2023-08-11,Manager Change,IC3,IC3,G&A,G&A,Finance,Finance,Senior Financial Analyst,Senior Financial Analyst,EMP-012,EMP-0153
EMP-0514,2022-06-02,Hire,,IC1,,Sales,,Sales Engineering,,Junior Sales Engineer,,EMP-0143
EMP-0514,2023-10-31,Lateral Transfer,IC1,IC1,Sales,Sales,Sales Engineering,SDR,Junior Sales Engineer,Sales Development Representative,EMP-0143,EMP-0143
EMP-0515,2023-08-08,Hire,,IC2,,Customer Success,,Implementation,,Implementation Specialist,,EMP-0037
EMP-0516,2022-09-22,Hire,,IC1,,Engineering,,AI/ML,,Associate Software Engineer,,EMP-0044
EMP-0516,2023-12-26,Promotion,IC1,IC2,Engineering,Engineering,AI/ML,AI/ML,Associate Software Engineer,Software Engineer,EMP-0044,EMP-0044
EMP-0517,2023-10-17,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0138
EMP-0518,2025-02-22,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0158
EMP-0519,2022-12-02,Hire,,IC2,,G&A,,Finance,,Financial Analyst II,,EMP-0153
EMP-0519,2024-01-31,Promotion,IC2,IC3,G&A,G&A,Finance,Finance,Financial Analyst II,Senior Financial Analyst,EMP-0153,EMP-0153
EMP-0520,2022-05-29,Hire,,IC2,,G&A,,Facilities,,Facilities Specialist,,EMP-0153
EMP-0521,2023-09-27,Hire,,IC1,,G&A,,Finance,,Financial Analyst I,,EMP-0153
EMP-0521,2024-06-28,Promotion,IC1,IC2,G&A,G&A,Finance,Finance,Financial Analyst I,Financial Analyst II,EMP-0153,EMP-0153
EMP-0522,2024-10-27,Hire,,IC2,,Engineering,,Data,,Software Engineer,,EMP-0036
EMP-0522,2025-01-12,Promotion,IC2,IC3,Engineering,Engineering,Data,Data,Software Engineer,Senior Data Engineer,EMP-0036,EMP-0036
EMP-0523,2022-01-06,Hire,,IC1,,Engineering,,Data,,Associate Software Engineer,,EMP-0036
EMP-0523,2023-08-19,Promotion,IC1,IC2,Engineering,Engineering,Data,Data,Associate Software Engineer,Software Engineer,EMP-0036,EMP-0036
EMP-0524,2022-11-03,Hire,,IC3,,People,,L&D,,Senior L&D Specialist,,EMP-0025
EMP-0525,2021-06-25,Hire,,IC3,,Sales,,Sales Engineering,,Senior Sales Engineer,,EMP-0038
EMP-0525,2023-05-13,Promotion,IC3,IC4,Sales,Sales,Sales Engineering,Sales Engineering,Senior Sales Engineer,Staff Sales Engineer,EMP-0038,EMP-0038
EMP-0526,2021-08-27,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0176
EMP-0526,2023-06-14,Promotion,IC3,IC4,Engineering,Engineering,Infrastructure,Infrastructure,Senior Software Engineer,Staff Software Engineer,EMP-0176,EMP-0176
EMP-0527,2022-11-03,Hire,,IC2,,Marketing,,Content,,Content Marketing Manager,,EMP-0156
EMP-0528,2024-10-14,Hire,,IC2,,Product,,UX Research,,UX Researcher,,EMP-0149
EMP-0528,2025-01-06,Promotion,IC2,IC3,Product,Product,UX Research,UX Research,UX Researcher,Senior UX Researcher,EMP-0149,EMP-0149
EMP-0528,2025-01-06,Lateral Transfer,IC3,IC3,Product,Product,UX Research,Product Management,Senior UX Researcher,Senior Product Manager,EMP-0149,EMP-0149
EMP-0529,2023-08-18,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0142
EMP-0530,2021-12-04,Hire,,IC1,,Sales,,Account Management,,Junior Account Manager,,EMP-0146
EMP-0530,2023-08-02,Lateral Transfer,IC1,IC1,Sales,Sales,Account Management,Account Executive,Junior Account Manager,Junior Account Executive,EMP-0146,EMP-0146
EMP-0531,2022-09-08,Hire,,IC1,,Product,,Design,,Associate Product Designer,,EMP-0035
EMP-0531,2023-12-19,Promotion,IC1,IC2,Product,Product,Design,Design,Associate Product Designer,Product Designer,EMP-0035,EMP-0035
EMP-0532,2021-10-23,Hire,,IC3,,G&A,,Legal,,Corporate Counsel,,EMP-012
EMP-0532,2023-07-12,Lateral Transfer,IC3,IC3,G&A,G&A,Legal,Finance,Corporate Counsel,Senior Financial Analyst,EMP-012,EMP-012
EMP-0532,2023-07-12,Manager Change,IC3,IC3,G&A,G&A,Finance,Finance,Senior Financial Analyst,Senior Financial Analyst,EMP-012,EMP-0153
EMP-0533,2021-11-07,Hire,,IC1,,Customer Success,,Implementation,,Junior Implementation Specialist,,EMP-0037
EMP-0534,2022-03-15,Hire,,IC2,,Sales,,Account Management,,Account Manager,,EMP-0030
EMP-0534,2023-09-22,Promotion,IC2,IC3,Sales,Sales,Account Management,Account Management,Account Manager,Senior Account Manager,EMP-0030,EMP-0030
EMP-0534,2023-09-22,Manager Change,IC3,IC3,Sales,Sales,Account Management,Account Management,Senior Account Manager,Senior Account Manager,EMP-0030,EMP-0182
EMP-0535,2022-02-17,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0165
EMP-0535,2023-09-09,Promotion,IC1,IC2,Engineering,Engineering,Infrastructure,Infrastructure,Associate Software Engineer,Software Engineer,EMP-0165,EMP-0165
EMP-0535,2023-09-09,Lateral Transfer,IC2,IC2,Engineering,Engineering,Infrastructure,Platform,Software Engineer,Software Engineer,EMP-0165,EMP-0165
EMP-0536,2022-05-29,Hire,,IC1,,Product,,UX Research,,Associate UX Researcher,,EMP-0035
EMP-0536,2023-10-29,Lateral Transfer,IC1,IC1,Product,Product,UX Research,Design,Associate UX Researcher,Associate Product Designer,EMP-0035,EMP-0035
EMP-0537,2022-01-20,Hire,,IC2,,Customer Success,,Support,,Senior Support Specialist,,EMP-0125
EMP-0538,2024-04-01,Hire,,IC3,,Marketing,,Product Marketing,,Senior Product Marketing Manager,,EMP-0170
EMP-0538,2024-09-30,Lateral Transfer,IC3,IC3,Marketing,Marketing,Product Marketing,Growth,Senior Product Marketing Manager,Senior Growth Marketing Manager,EMP-0170,EMP-0170
EMP-0539,2022-03-03,Hire,,IC3,,G&A,,Finance,,Senior Financial Analyst,,EMP-012
EMP-0539,2023-09-16,Promotion,IC3,IC4,G&A,G&A,Finance,Finance,Senior Financial Analyst,Staff Financial Analyst,EMP-012,EMP-012
EMP-0539,2023-09-16,Manager Change,IC4,IC4,G&A,G&A,Finance,Finance,Staff Financial Analyst,Staff Financial Analyst,EMP-012,EMP-0153
EMP-0540,2024-06-18,Hire,,IC1,,G&A,,Finance,,Financial Analyst I,,EMP-0153
EMP-0540,2024-11-08,Promotion,IC1,IC2,G&A,G&A,Finance,Finance,Financial Analyst I,Financial Analyst II,EMP-0153,EMP-0153
EMP-0541,2021-09-18,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0176
EMP-0542,2022-01-22,Hire,,IC2,,People,,Total Rewards,,Compensation Analyst,,EMP-0025
EMP-0542,2023-08-27,Promotion,IC2,IC3,People,People,Total Rewards,Total Rewards,Compensation Analyst,Senior Compensation Analyst,EMP-0025,EMP-0025
EMP-0542,2023-08-27,Manager Change,IC3,IC3,People,People,Total Rewards,Total Rewards,Senior Compensation Analyst,Senior Compensation Analyst,EMP-0025,EMP-0178
EMP-0543,2022-03-03,Hire,,IC2,,G&A,,Legal,,Paralegal,,EMP-012
EMP-0543,2023-09-16,Promotion,IC2,IC3,G&A,G&A,Legal,Legal,Paralegal,Corporate Counsel,EMP-012,EMP-012
EMP-0543,2023-09-16,Manager Change,IC3,IC3,G&A,G&A,Legal,Legal,Corporate Counsel,Corporate Counsel,EMP-012,EMP-0179
EMP-0544,2022-08-05,Hire,,IC1,,Sales,,Account Executive,,Junior Account Executive,,EMP-0169
EMP-0544,2023-12-02,Promotion,IC1,IC2,Sales,Sales,Account Executive,Account Executive,Junior Account Executive,Account Executive,EMP-0169,EMP-0169
EMP-0545,2021-04-14,Hire,,IC2,,Product,,Design,,Product Designer,,EMP-0035
EMP-0545,2023-04-07,Promotion,IC2,IC3,Product,Product,Design,Design,Product Designer,Senior Product Designer,EMP-0035,EMP-0035
EMP-0546,2021-02-14,Hire,,IC2,,Customer Success,,Implementation,,Implementation Specialist,,EMP-0022
EMP-0546,2023-03-09,Lateral Transfer,IC2,IC2,Customer Success,Customer Success,Implementation,CSM,Implementation Specialist,Customer Success Manager,EMP-0022,EMP-0022
EMP-0546,2023-03-09,Manager Change,IC2,IC2,Customer Success,Customer Success,CSM,CSM,Customer Success Manager,Customer Success Manager,EMP-0022,EMP-0144
EMP-0547,2022-01-23,Hire,,IC1,,People,,HRBPs,,HR Coordinator,,EMP-0157
EMP-0547,2023-08-27,Promotion,IC1,IC2,People,People,HRBPs,HRBPs,HR Coordinator,HR Business Partner,EMP-0157,EMP-0157
EMP-0547,2023-08-27,Lateral Transfer,IC2,IC2,People,People,HRBPs,Recruiting,HR Business Partner,Recruiter,EMP-0157,EMP-0157
EMP-0548,2021-09-29,Hire,,IC3,,Sales,,Account Management,,Senior Account Manager,,EMP-0146
EMP-0548,2023-06-30,Lateral Transfer,IC3,IC3,Sales,Sales,Account Management,Account Executive,Senior Account Manager,Senior Account Executive,EMP-0146,EMP-0146
EMP-0549,2022-02-17,Hire,,IC2,,Sales,,SDR,,Senior SDR,,EMP-0030
EMP-0550,2021-07-05,Hire,,IC1,,Engineering,,AI/ML,,Associate Software Engineer,,EMP-0029
EMP-0550,2023-05-18,Promotion,IC1,IC2,Engineering,Engineering,AI/ML,AI/ML,Associate Software Engineer,Software Engineer,EMP-0029,EMP-0029
EMP-0550,2023-05-18,Manager Change,IC2,IC2,Engineering,Engineering,AI/ML,AI/ML,Software Engineer,Software Engineer,EMP-0029,EMP-0185
EMP-0551,2022-02-11,Hire,,IC3,,People,,Total Rewards,,Senior Compensation Analyst,,EMP-0025
EMP-0551,2023-09-06,Promotion,IC3,IC4,People,People,Total Rewards,Total Rewards,Senior Compensation Analyst,Compensation Manager (IC track),EMP-0025,EMP-0025
EMP-0552,2022-04-30,Hire,,IC2,,People,,Recruiting,,Recruiter,,EMP-0157
EMP-0552,2023-10-15,Promotion,IC2,IC3,People,People,Recruiting,Recruiting,Recruiter,Senior Recruiter,EMP-0157,EMP-0157
EMP-0553,2022-11-21,Hire,,IC3,,Sales,,Sales Engineering,,Senior Sales Engineer,,EMP-0038
EMP-0554,2021-08-07,Hire,,IC1,,Customer Success,,CSM,,Junior Customer Success Manager,,EMP-0139
EMP-0554,2023-06-04,Promotion,IC1,IC2,Customer Success,Customer Success,CSM,CSM,Junior Customer Success Manager,Customer Success Manager,EMP-0139,EMP-0139
EMP-0555,2022-04-29,Hire,,IC2,,Marketing,,Product Marketing,,Product Marketing Manager,,EMP-0164
EMP-0555,2023-10-14,Promotion,IC2,IC3,Marketing,Marketing,Product Marketing,Product Marketing,Product Marketing Manager,Senior Product Marketing Manager,EMP-0164,EMP-0164
EMP-0556,2022-06-27,Hire,,IC3,,Product,,Product Management,,Senior Product Manager,,EMP-0149
EMP-0556,2023-11-13,Promotion,IC3,IC4,Product,Product,Product Management,Product Management,Senior Product Manager,Staff Product Manager,EMP-0149,EMP-0149
EMP-0557,2022-04-06,Hire,,IC1,,G&A,,Facilities,,Office Coordinator,,EMP-012
EMP-0557,2023-10-03,Promotion,IC1,IC2,G&A,G&A,Facilities,Facilities,Office Coordinator,Facilities Specialist,EMP-012,EMP-012
EMP-0557,2023-10-03,Manager Change,IC2,IC2,G&A,G&A,Facilities,Facilities,Facilities Specialist,Facilities Specialist,EMP-012,EMP-0153
EMP-0558,2022-06-28,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0138
EMP-0559,2024-09-15,Hire,,IC1,,Sales,,SDR,,Sales Development Representative,,EMP-0143
EMP-0560,2021-09-18,Hire,,IC2,,People,,HRBPs,,HR Business Partner,,EMP-0025
EMP-0560,2023-06-25,Promotion,IC2,IC3,People,People,HRBPs,HRBPs,HR Business Partner,Senior HRBP,EMP-0025,EMP-0025
EMP-0561,2021-07-14,Hire,,IC1,,Engineering,,AI/ML,,Associate Software Engineer,,EMP-0029
EMP-0561,2023-05-23,Promotion,IC1,IC2,Engineering,Engineering,AI/ML,AI/ML,Associate Software Engineer,Software Engineer,EMP-0029,EMP-0029
EMP-0562,2021-10-02,Hire,,IC1,,Sales,,Account Executive,,Junior Account Executive,,EMP-0026
EMP-0562,2023-07-02,Promotion,IC1,IC2,Sales,Sales,Account Executive,Account Executive,Junior Account Executive,Account Executive,EMP-0026,EMP-0026
EMP-0562,2023-07-02,Manager Change,IC2,IC2,Sales,Sales,Account Executive,Account Executive,Account Executive,Account Executive,EMP-0026,EMP-0147
EMP-0563,2021-12-08,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0185
EMP-0563,2023-08-04,Promotion,IC3,IC4,Engineering,Engineering,AI/ML,AI/ML,Senior ML Engineer,Staff ML Engineer,EMP-0185,EMP-0185
EMP-0564,2022-04-18,Hire,,IC3,,Sales,,Account Management,,Senior Account Manager,,EMP-0186
EMP-0565,2021-08-28,Hire,,IC2,,G&A,,IT,,Systems Administrator,,EMP-012
EMP-0565,2023-06-14,Promotion,IC2,IC3,G&A,G&A,IT,IT,Systems Administrator,Senior Systems Administrator,EMP-012,EMP-012
EMP-0565,2023-06-14,Manager Change,IC3,IC3,G&A,G&A,IT,IT,Senior Systems Administrator,Senior Systems Administrator,EMP-012,EMP-0126
EMP-0566,2024-06-24,Hire,,IC3,,Customer Success,,CSM,,Senior CSM,,EMP-0139
EMP-0567,2025-02-18,Hire,,IC2,,Sales,,Account Management,,Account Manager,,EMP-0182
EMP-0568,2021-12-13,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0130
EMP-0568,2023-08-07,Promotion,IC1,IC2,Engineering,Engineering,Infrastructure,Infrastructure,Associate Software Engineer,Software Engineer,EMP-0130,EMP-0130
EMP-0569,2022-07-20,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0176
EMP-0570,2021-06-11,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0026
EMP-0570,2022-07-14,Manager Change,IC3,IC3,Sales,Sales,Account Executive,Account Executive,Senior Account Executive,Senior Account Executive,EMP-0026,EMP-0169
EMP-0571,2022-07-17,Hire,,IC1,,Product,,UX Research,,Associate UX Researcher,,EMP-0127
EMP-0572,2022-06-12,Hire,,IC1,,Sales,,Account Executive,,Junior Account Executive,,EMP-0169
EMP-0573,2021-07-31,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0044
EMP-0574,2022-05-08,Hire,,IC1,,G&A,,Legal,,Legal Coordinator,,EMP-0179
EMP-0575,2021-03-21,Hire,,IC1,,Product,,UX Research,,Associate UX Researcher,,EMP-019
EMP-0575,2021-10-17,Manager Change,IC1,IC1,Product,Product,UX Research,UX Research,Associate UX Researcher,Associate UX Researcher,EMP-019,EMP-0127
EMP-0576,2022-07-01,Hire,,IC3,,Sales,,Account Management,,Senior Account Manager,,EMP-0186
EMP-0577,2021-02-18,Hire,,IC1,,Engineering,,AI/ML,,Associate Software Engineer,,EMP-0029
EMP-0578,2021-07-24,Hire,,IC3,,Sales,,SDR,,Staff SDR,,EMP-0030
EMP-0578,2022-04-26,Manager Change,IC3,IC3,Sales,Sales,SDR,SDR,Staff SDR,Staff SDR,EMP-0030,EMP-0143
EMP-0579,2022-09-15,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0181
EMP-0580,2021-08-22,Hire,,IC3,,Sales,,SDR,,Staff SDR,,EMP-0030
EMP-0581,2022-09-24,Hire,,IC1,,People,,Total Rewards,,Total Rewards Coordinator,,EMP-0157
EMP-0582,2021-10-28,Hire,,IC3,,Sales,,Sales Engineering,,Senior Sales Engineer,,EMP-0038
EMP-0583,2021-04-28,Hire,,IC3,,Marketing,,Brand,,Senior Brand Manager,,EMP-0038
EMP-0583,2022-08-05,Manager Change,IC3,IC3,Marketing,Marketing,Brand,Brand,Senior Brand Manager,Senior Brand Manager,EMP-0038,EMP-0164
EMP-0584,2021-10-31,Hire,,IC1,,Sales,,SDR,,Sales Development Representative,,EMP-0030
EMP-0585,2022-03-31,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0124
EMP-0586,2022-05-12,Hire,,IC3,,Customer Success,,Support,,Staff Support Specialist,,EMP-0125
EMP-0587,2022-10-01,Hire,,IC1,,Engineering,,Platform,,Associate Software Engineer,,EMP-0158
EMP-0588,2022-04-11,Hire,,IC1,,Sales,,Account Executive,,Junior Account Executive,,EMP-0146
EMP-0589,2022-02-14,Hire,,IC1,,Product,,UX Research,,Associate UX Researcher,,EMP-0127
EMP-0590,2021-08-15,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0176
EMP-0591,2022-04-30,Hire,,IC3,,Product,,Product Management,,Senior Product Manager,,EMP-0149
EMP-0592,2021-12-24,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0165
EMP-0593,2022-02-28,Hire,,IC3,,Sales,,Account Management,,Senior Account Manager,,EMP-0186
EMP-0594,2021-12-04,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0029
EMP-0595,2021-11-16,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0124
EMP-0596,2021-06-04,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0176
EMP-0597,2022-12-26,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0044
EMP-0598,2021-08-24,Hire,,IC2,,Sales,,Account Management,,Account Manager,,EMP-0030
EMP-0598,2022-06-02,Manager Change,IC2,IC2,Sales,Sales,Account Management,Account Management,Account Manager,Account Manager,EMP-0030,EMP-0186
EMP-0599,2022-11-09,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0185
EMP-0600,2022-03-04,Hire,,IC3,,Customer Success,,CSM,,Senior CSM,,EMP-0139
EMP-0601,2022-03-03,Hire,,IC4,,Engineering,,Infrastructure,,Staff Software Engineer,,EMP-0130
EMP-0602,2022-06-22,Hire,,IC3,,Customer Success,,Implementation,,Senior Implementation Specialist,,EMP-0037
EMP-0603,2022-01-31,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0034
EMP-0604,2022-06-26,Hire,,IC4,,Engineering,,Data,,Staff Data Engineer,,EMP-0162
